"ROOM_EXTERNAL_ID","CONTACT_EXTERNAL_ID","DATE_CHECK_IN","DATE_CHECK_OUT"
"22","288","2018-04-24","2018-05-05"
"22","315","2018-05-07","2018-05-13"
"22","487","2018-05-13","2018-05-16"
"22","288","2018-05-17","2018-05-22"
"22","548","2018-05-22","2018-05-26"
"22","533","2018-05-30","2018-06-11"
"22","234","2018-06-13","2018-06-18"
"22","444","2018-06-21","2018-06-27"
"22","309","2018-06-27","2018-07-04"
"22","362","2018-07-07","2018-07-21"
"22","442","2018-07-22","2018-08-02"
"22","358","2018-08-02","2018-08-07"
"22","453","2018-08-09","2018-08-14"
"22","222","2018-08-16","2018-08-21"
"22","465","2018-08-23","2018-08-27"
"22","219","2018-08-30","2018-09-05"
"22","323","2018-09-08","2018-09-14"
"22","500","2018-09-14","2018-09-18"
"22","52","2018-09-19","2018-09-20"
"22","544","2018-09-21","2018-09-23"
"22","234","2018-09-26","2018-09-30"
"22","157","2018-10-02","2018-10-03"
"22","472","2018-10-03","2018-10-09"
"22","264","2018-10-13","2018-10-14"
"22","498","2018-10-17","2018-10-24"
"22","184","2018-10-26","2018-10-28"
"22","377","2018-10-31","2018-11-12"
"22","207","2018-11-15","2018-11-27"
"22","30","2018-11-27","2018-12-10"
"22","493","2018-12-13","2018-12-18"
"22","371","2018-12-20","2018-12-21"
"22","8","2018-12-21","2018-12-26"
"22","346","2018-12-27","2019-01-04"
"23","2","2018-01-02","2018-01-08"
"23","307","2018-01-08","2018-01-15"
"23","400","2018-01-17","2018-01-21"
"23","9","2018-01-21","2018-01-28"
"23","551","2018-01-29","2018-02-04"
"23","127","2018-02-08","2018-02-12"
"23","2","2018-02-12","2018-02-19"
"23","439","2018-02-19","2018-03-03"
"23","182","2018-03-05","2018-03-08"
"23","411","2018-03-08","2018-03-20"
"23","372","2018-03-22","2018-03-25"
"23","220","2018-03-26","2018-04-06"
"23","364","2018-04-06","2018-04-08"
"23","263","2018-04-08","2018-04-13"
"23","388","2018-04-13","2018-04-16"
"23","544","2018-04-19","2018-04-29"
"23","226","2018-04-30","2018-05-06"
"23","450","2018-05-07","2018-05-08"
"23","273","2018-05-09","2018-05-16"
"23","493","2018-05-17","2018-05-23"
"23","241","2018-05-23","2018-05-27"
"23","515","2018-05-27","2018-06-03"
"23","547","2018-06-05","2018-06-11"
"23","399","2018-06-14","2018-06-19"
"23","23","2018-06-20","2018-06-24"
"23","30","2018-06-28","2018-06-30"
"23","319","2018-07-02","2018-07-04"
"23","281","2018-07-08","2018-07-10"
"23","240","2018-07-14","2018-07-18"
"23","463","2018-07-19","2018-07-29"
"23","154","2018-07-31","2018-08-04"
"23","313","2018-08-06","2018-08-07"
"23","219","2018-08-07","2018-08-13"
"23","259","2018-08-14","2018-08-21"
"23","349","2018-08-21","2018-08-24"
"23","467","2018-08-27","2018-08-30"
"23","555","2018-09-02","2018-09-05"
"23","490","2018-09-05","2018-09-08"
"23","320","2018-09-11","2018-09-12"
"23","560","2018-09-14","2018-09-16"
"23","280","2018-09-17","2018-09-23"
"23","448","2018-09-25","2018-09-30"
"23","269","2018-10-04","2018-10-11"
"23","168","2018-10-13","2018-10-18"
"23","557","2018-10-19","2018-10-21"
"23","374","2018-10-24","2018-10-25"
"23","220","2018-10-26","2018-11-03"
"23","370","2018-11-05","2018-11-18"
"23","554","2018-11-19","2018-12-03"
"23","508","2018-12-05","2018-12-12"
"23","376","2018-12-12","2018-12-16"
"23","292","2018-12-19","2018-12-26"
"23","5","2018-12-29","2018-12-31"
"24","378","2018-01-03","2018-01-16"
"24","351","2018-01-18","2018-01-20"
"24","412","2018-01-23","2018-01-28"
"24","411","2018-01-29","2018-02-11"
"24","483","2018-02-13","2018-02-17"
"24","263","2018-02-17","2018-02-23"
"24","202","2018-02-25","2018-02-28"
"24","147","2018-02-28","2018-03-03"
"24","282","2018-03-04","2018-03-07"
"24","325","2018-03-07","2018-03-12"
"24","165","2018-03-13","2018-03-15"
"24","361","2018-03-18","2018-03-19"
"24","483","2018-03-21","2018-03-25"
"24","431","2018-03-27","2018-03-29"
"24","457","2018-03-31","2018-04-09"
"24","563","2018-04-12","2018-04-22"
"24","203","2018-04-25","2018-05-06"
"24","301","2018-05-08","2018-05-16"
"24","208","2018-05-17","2018-05-27"
"24","365","2018-05-29","2018-06-04"
"24","314","2018-06-04","2018-06-06"
"24","520","2018-06-09","2018-06-21"
"24","219","2018-06-21","2018-06-26"
"24","229","2018-06-27","2018-06-30"
"24","447","2018-07-01","2018-07-08"
"24","252","2018-07-12","2018-07-14"
"24","230","2018-07-14","2018-07-17"
"24","230","2018-07-18","2018-07-25"
"24","432","2018-07-28","2018-08-06"
"24","144","2018-08-10","2018-08-22"
"24","258","2018-08-25","2018-08-27"
"24","551","2018-08-30","2018-09-02"
"24","239","2018-09-04","2018-09-06"
"24","16","2018-09-06","2018-09-19"
"24","160","2018-09-19","2018-09-21"
"24","229","2018-09-21","2018-09-23"
"24","174","2018-09-27","2018-09-30"
"24","536","2018-10-04","2018-10-14"
"24","263","2018-10-16","2018-10-28"
"24","190","2018-10-31","2018-11-02"
"24","35","2018-11-04","2018-11-09"
"24","285","2018-11-12","2018-11-20"
"24","547","2018-11-20","2018-11-26"
"24","393","2018-11-29","2018-12-06"
"24","560","2018-12-06","2018-12-16"
"24","486","2018-12-16","2018-12-29"
"25","352","2018-01-01","2018-01-09"
"25","32","2018-01-11","2018-01-25"
"25","169","2018-01-25","2018-02-02"
"25","487","2018-02-03","2018-02-07"
"25","127","2018-02-09","2018-02-11"
"25","24","2018-02-12","2018-02-17"
"25","385","2018-02-18","2018-02-21"
"25","189","2018-02-24","2018-02-28"
"25","431","2018-03-01","2018-03-08"
"25","393","2018-03-11","2018-03-14"
"25","342","2018-03-14","2018-03-20"
"25","392","2018-03-24","2018-04-01"
"25","322","2018-04-04","2018-04-10"
"25","342","2018-04-12","2018-04-22"
"25","244","2018-04-24","2018-04-25"
"25","167","2018-04-29","2018-05-01"
"25","435","2018-05-01","2018-05-04"
"25","141","2018-05-05","2018-05-17"
"25","51","2018-05-20","2018-05-27"
"25","326","2018-05-27","2018-06-09"
"25","558","2018-06-10","2018-06-14"
"25","423","2018-06-16","2018-06-23"
"25","458","2018-06-24","2018-06-25"
"25","490","2018-06-29","2018-07-01"
"25","431","2018-07-02","2018-07-04"
"25","277","2018-07-06","2018-07-11"
"25","139","2018-07-14","2018-07-17"
"25","453","2018-07-20","2018-07-22"
"25","204","2018-07-24","2018-07-26"
"25","252","2018-07-26","2018-08-03"
"25","386","2018-08-04","2018-08-05"
"25","409","2018-08-06","2018-08-12"
"25","320","2018-08-16","2018-08-17"
"25","171","2018-08-19","2018-08-25"
"25","207","2018-08-28","2018-09-02"
"25","140","2018-09-02","2018-09-06"
"25","536","2018-09-09","2018-09-14"
"25","305","2018-09-18","2018-09-22"
"25","41","2018-09-22","2018-10-03"
"25","387","2018-10-05","2018-10-07"
"25","468","2018-10-09","2018-10-13"
"25","541","2018-10-13","2018-10-27"
"25","167","2018-10-30","2018-11-01"
"25","52","2018-11-03","2018-11-04"
"25","329","2018-11-07","2018-11-14"
"25","252","2018-11-14","2018-11-15"
"25","276","2018-11-18","2018-11-22"
"25","126","2018-11-23","2018-11-24"
"25","51","2018-11-28","2018-12-04"
"25","569","2018-12-07","2018-12-13"
"25","7","2018-12-17","2018-12-22"
"25","465","2018-12-23","2018-12-28"
"26","249","2018-01-01","2018-01-10"
"26","310","2018-01-11","2018-01-17"
"26","278","2018-01-20","2018-01-24"
"26","506","2018-01-24","2018-01-31"
"26","441","2018-02-02","2018-02-04"
"26","251","2018-02-04","2018-02-08"
"26","376","2018-02-12","2018-02-23"
"26","498","2018-02-25","2018-02-28"
"26","506","2018-03-03","2018-03-13"
"26","49","2018-03-14","2018-03-20"
"26","519","2018-03-22","2018-03-30"
"26","499","2018-04-02","2018-04-04"
"26","464","2018-04-06","2018-04-17"
"26","512","2018-04-21","2018-04-27"
"26","565","2018-04-29","2018-04-30"
"26","155","2018-05-02","2018-05-03"
"26","35","2018-05-05","2018-05-12"
"26","269","2018-05-14","2018-05-16"
"26","165","2018-05-16","2018-05-19"
"26","507","2018-05-21","2018-05-26"
"26","306","2018-05-28","2018-06-01"
"26","45","2018-06-03","2018-06-10"
"26","45","2018-06-12","2018-06-13"
"26","391","2018-06-14","2018-06-17"
"26","174","2018-06-18","2018-06-25"
"26","300","2018-06-25","2018-06-27"
"26","345","2018-06-29","2018-06-30"
"26","174","2018-07-02","2018-07-09"
"26","255","2018-07-09","2018-07-13"
"26","436","2018-07-17","2018-07-20"
"26","192","2018-07-23","2018-08-03"
"26","35","2018-08-05","2018-08-08"
"26","261","2018-08-08","2018-08-18"
"26","552","2018-08-20","2018-08-28"
"26","325","2018-08-29","2018-08-30"
"26","561","2018-08-31","2018-09-02"
"26","366","2018-09-02","2018-09-03"
"26","180","2018-09-03","2018-09-04"
"26","331","2018-09-07","2018-09-09"
"26","442","2018-09-11","2018-09-13"
"26","146","2018-09-13","2018-09-19"
"26","143","2018-09-21","2018-09-23"
"26","322","2018-09-25","2018-10-08"
"26","14","2018-10-09","2018-10-15"
"26","174","2018-10-19","2018-10-27"
"26","255","2018-10-29","2018-11-02"
"26","259","2018-11-02","2018-11-04"
"26","245","2018-11-06","2018-11-12"
"26","180","2018-11-13","2018-11-20"
"26","144","2018-11-23","2018-11-27"
"26","328","2018-11-27","2018-12-08"
"26","405","2018-12-09","2018-12-10"
"26","137","2018-12-11","2018-12-12"
"26","359","2018-12-14","2018-12-16"
"26","290","2018-12-17","2018-12-23"
"26","543","2018-12-23","2018-12-28"
"26","369","2018-12-30","2019-01-05"
"27","221","2018-01-04","2018-01-15"
"27","557","2018-01-15","2018-01-19"
"27","291","2018-01-19","2018-01-31"
"27","529","2018-02-04","2018-02-11"
"27","140","2018-02-11","2018-02-12"
"27","252","2018-02-16","2018-02-18"
"27","365","2018-02-19","2018-02-24"
"27","569","2018-02-26","2018-02-28"
"27","485","2018-03-01","2018-03-09"
"27","306","2018-03-13","2018-03-14"
"27","203","2018-03-16","2018-03-18"
"27","475","2018-03-19","2018-04-01"
"27","137","2018-04-05","2018-04-08"
"27","428","2018-04-10","2018-04-12"
"27","425","2018-04-14","2018-04-15"
"27","316","2018-04-19","2018-04-20"
"27","392","2018-04-24","2018-04-25"
"27","438","2018-04-25","2018-05-05"
"27","151","2018-05-05","2018-05-06"
"27","281","2018-05-09","2018-05-12"
"27","8","2018-05-12","2018-05-15"
"27","431","2018-05-16","2018-05-26"
"27","338","2018-05-29","2018-05-31"
"27","321","2018-06-01","2018-06-08"
"27","482","2018-06-10","2018-06-11"
"27","194","2018-06-12","2018-06-18"
"27","151","2018-06-20","2018-06-30"
"27","509","2018-07-03","2018-07-09"
"27","363","2018-07-09","2018-07-10"
"27","279","2018-07-12","2018-07-16"
"27","286","2018-07-19","2018-07-21"
"27","190","2018-07-21","2018-07-28"
"27","311","2018-07-31","2018-08-10"
"27","252","2018-08-10","2018-08-12"
"27","159","2018-08-14","2018-08-23"
"27","378","2018-08-27","2018-09-02"
"27","528","2018-09-05","2018-09-08"
"27","408","2018-09-08","2018-09-10"
"27","218","2018-09-10","2018-09-23"
"27","393","2018-09-24","2018-09-26"
"27","375","2018-09-26","2018-10-02"
"27","211","2018-10-02","2018-10-07"
"27","501","2018-10-07","2018-10-15"
"27","260","2018-10-18","2018-10-23"
"27","256","2018-10-27","2018-11-08"
"27","401","2018-11-09","2018-11-16"
"27","206","2018-11-19","2018-11-23"
"27","428","2018-11-26","2018-11-28"
"27","539","2018-11-28","2018-11-29"
"27","569","2018-11-30","2018-12-02"
"27","356","2018-12-02","2018-12-07"
"27","10","2018-12-08","2018-12-14"
"27","408","2018-12-17","2018-12-24"
"27","271","2018-12-25","2018-12-27"
"27","291","2018-12-27","2019-01-09"
"28","489","2018-01-02","2018-01-03"
"28","273","2018-01-03","2018-01-13"
"28","388","2018-01-14","2018-01-16"
"28","512","2018-01-16","2018-01-20"
"28","438","2018-01-23","2018-01-29"
"28","551","2018-01-31","2018-02-04"
"28","141","2018-02-05","2018-02-12"
"28","410","2018-02-15","2018-02-16"
"28","37","2018-02-17","2018-02-24"
"28","488","2018-02-27","2018-03-05"
"28","173","2018-03-05","2018-03-07"
"28","543","2018-03-10","2018-03-22"
"28","457","2018-03-23","2018-03-25"
"28","491","2018-03-25","2018-03-31"
"28","539","2018-04-04","2018-04-13"
"28","460","2018-04-16","2018-04-17"
"28","4","2018-04-18","2018-04-24"
"28","164","2018-04-26","2018-04-28"
"28","566","2018-04-28","2018-05-09"
"28","370","2018-05-09","2018-05-16"
"28","194","2018-05-20","2018-06-03"
"28","284","2018-06-04","2018-06-06"
"28","203","2018-06-09","2018-06-10"
"28","387","2018-06-10","2018-06-17"
"28","259","2018-06-18","2018-07-01"
"28","278","2018-07-04","2018-07-09"
"28","519","2018-07-13","2018-07-18"
"28","223","2018-07-20","2018-07-22"
"28","378","2018-07-26","2018-08-04"
"28","545","2018-08-07","2018-08-20"
"28","533","2018-08-24","2018-08-25"
"28","532","2018-08-25","2018-09-01"
"28","542","2018-09-01","2018-09-02"
"28","374","2018-09-02","2018-09-03"
"28","378","2018-09-03","2018-09-14"
"28","37","2018-09-16","2018-09-30"
"28","569","2018-10-01","2018-10-14"
"28","139","2018-10-15","2018-10-22"
"28","9","2018-10-24","2018-10-30"
"28","276","2018-11-01","2018-11-15"
"28","528","2018-11-15","2018-11-21"
"28","392","2018-11-23","2018-11-25"
"28","360","2018-11-25","2018-11-26"
"28","508","2018-11-28","2018-12-04"
"28","542","2018-12-04","2018-12-10"
"28","238","2018-12-10","2018-12-14"
"28","295","2018-12-14","2018-12-16"
"28","52","2018-12-16","2018-12-19"
"28","386","2018-12-23","2018-12-28"
"28","371","2018-12-31","2019-01-14"
"29","479","2018-01-04","2018-01-17"
"29","358","2018-01-20","2018-02-03"
"29","521","2018-02-04","2018-02-14"
"29","536","2018-02-15","2018-02-20"
"29","332","2018-02-20","2018-02-25"
"29","290","2018-02-26","2018-02-28"
"29","391","2018-03-01","2018-03-11"
"29","421","2018-03-12","2018-03-19"
"29","357","2018-03-20","2018-03-23"
"29","45","2018-03-24","2018-04-02"
"29","137","2018-04-03","2018-04-09"
"29","402","2018-04-10","2018-04-21"
"29","51","2018-04-24","2018-04-27"
"29","258","2018-04-28","2018-05-04"
"29","459","2018-05-05","2018-05-06"
"29","25","2018-05-10","2018-05-19"
"29","392","2018-05-23","2018-05-28"
"29","33","2018-06-01","2018-06-03"
"29","545","2018-06-07","2018-06-20"
"29","265","2018-06-22","2018-06-24"
"29","449","2018-06-25","2018-06-26"
"29","170","2018-06-28","2018-07-11"
"29","315","2018-07-13","2018-07-15"
"29","367","2018-07-16","2018-07-20"
"29","358","2018-07-21","2018-07-25"
"29","244","2018-07-27","2018-08-06"
"29","506","2018-08-07","2018-08-13"
"29","415","2018-08-15","2018-08-29"
"29","553","2018-09-01","2018-09-06"
"29","425","2018-09-07","2018-09-09"
"29","131","2018-09-11","2018-09-15"
"29","200","2018-09-15","2018-09-22"
"29","447","2018-09-24","2018-10-08"
"29","347","2018-10-11","2018-10-14"
"29","418","2018-10-16","2018-10-17"
"29","314","2018-10-18","2018-10-25"
"29","208","2018-10-25","2018-10-28"
"29","306","2018-10-29","2018-11-11"
"29","178","2018-11-14","2018-11-20"
"29","364","2018-11-21","2018-12-01"
"29","519","2018-12-03","2018-12-10"
"29","419","2018-12-11","2018-12-16"
"29","340","2018-12-18","2018-12-28"
"29","404","2018-12-28","2019-01-01"
"210","364","2018-01-01","2018-01-09"
"210","408","2018-01-10","2018-01-16"
"210","257","2018-01-16","2018-01-30"
"210","165","2018-02-03","2018-02-10"
"210","487","2018-02-12","2018-02-15"
"210","470","2018-02-19","2018-02-20"
"210","458","2018-02-22","2018-02-23"
"210","231","2018-02-23","2018-02-25"
"210","173","2018-02-25","2018-03-05"
"210","454","2018-03-09","2018-03-11"
"210","401","2018-03-13","2018-03-21"
"210","363","2018-03-23","2018-03-27"
"210","562","2018-03-29","2018-04-01"
"210","357","2018-04-02","2018-04-13"
"210","254","2018-04-14","2018-04-24"
"210","155","2018-04-26","2018-05-06"
"210","144","2018-05-07","2018-05-14"
"210","315","2018-05-17","2018-05-23"
"210","467","2018-05-25","2018-05-28"
"210","239","2018-05-29","2018-06-02"
"210","174","2018-06-02","2018-06-06"
"210","458","2018-06-08","2018-06-10"
"210","303","2018-06-13","2018-06-19"
"210","466","2018-06-19","2018-06-22"
"210","555","2018-06-25","2018-07-01"
"210","504","2018-07-02","2018-07-11"
"210","132","2018-07-13","2018-07-15"
"210","40","2018-07-16","2018-07-19"
"210","312","2018-07-21","2018-07-24"
"210","146","2018-07-26","2018-07-30"
"210","328","2018-08-03","2018-08-10"
"210","37","2018-08-10","2018-08-12"
"210","363","2018-08-12","2018-08-15"
"210","240","2018-08-18","2018-08-26"
"210","230","2018-08-28","2018-09-04"
"210","194","2018-09-05","2018-09-11"
"210","173","2018-09-13","2018-09-21"
"210","375","2018-09-24","2018-10-02"
"210","329","2018-10-03","2018-10-06"
"210","50","2018-10-09","2018-10-12"
"210","552","2018-10-13","2018-10-18"
"210","546","2018-10-22","2018-10-25"
"210","22","2018-10-29","2018-11-03"
"210","205","2018-11-06","2018-11-08"
"210","464","2018-11-08","2018-11-14"
"210","421","2018-11-17","2018-11-18"
"210","200","2018-11-18","2018-12-02"
"210","438","2018-12-03","2018-12-17"
"210","311","2018-12-17","2018-12-19"
"210","381","2018-12-21","2018-12-27"
"210","433","2018-12-28","2018-12-30"
"210","397","2018-12-31","2019-01-01"
"211","343","2018-01-03","2018-01-04"
"211","231","2018-01-07","2018-01-08"
"211","175","2018-01-11","2018-01-16"
"211","341","2018-01-20","2018-01-22"
"211","153","2018-01-22","2018-01-27"
"211","149","2018-01-31","2018-02-12"
"211","159","2018-02-14","2018-02-16"
"211","132","2018-02-16","2018-02-18"
"211","369","2018-02-19","2018-02-24"
"211","266","2018-02-26","2018-03-03"
"211","1","2018-03-06","2018-03-09"
"211","51","2018-03-09","2018-03-14"
"211","230","2018-03-16","2018-03-22"
"211","393","2018-03-23","2018-03-25"
"211","420","2018-03-28","2018-03-29"
"211","319","2018-04-01","2018-04-02"
"211","329","2018-04-02","2018-04-09"
"211","524","2018-04-09","2018-04-22"
"211","180","2018-04-26","2018-05-09"
"211","364","2018-05-09","2018-05-16"
"211","438","2018-05-19","2018-05-23"
"211","555","2018-05-23","2018-05-31"
"211","337","2018-06-03","2018-06-11"
"211","285","2018-06-11","2018-06-18"
"211","129","2018-06-21","2018-06-26"
"211","538","2018-06-27","2018-07-02"
"211","265","2018-07-04","2018-07-07"
"211","368","2018-07-10","2018-07-21"
"211","298","2018-07-25","2018-07-30"
"211","433","2018-07-31","2018-08-07"
"211","305","2018-08-07","2018-08-08"
"211","201","2018-08-08","2018-08-10"
"211","25","2018-08-14","2018-08-21"
"211","131","2018-08-21","2018-09-03"
"211","184","2018-09-03","2018-09-13"
"211","237","2018-09-14","2018-09-16"
"211","125","2018-09-16","2018-09-18"
"211","324","2018-09-19","2018-09-30"
"211","200","2018-10-04","2018-10-10"
"211","248","2018-10-13","2018-10-19"
"211","12","2018-10-20","2018-10-23"
"211","202","2018-10-23","2018-11-06"
"211","437","2018-11-06","2018-11-13"
"211","218","2018-11-13","2018-11-17"
"211","322","2018-11-17","2018-11-20"
"211","190","2018-11-24","2018-12-02"
"211","366","2018-12-02","2018-12-08"
"211","224","2018-12-10","2018-12-19"
"211","358","2018-12-19","2018-12-23"
"211","542","2018-12-24","2018-12-29"
"211","236","2018-12-30","2019-01-11"
"212","218","2018-01-04","2018-01-07"
"212","403","2018-01-08","2018-01-12"
"212","559","2018-01-14","2018-01-20"
"212","157","2018-01-22","2018-01-23"
"212","547","2018-01-23","2018-01-26"
"212","51","2018-01-28","2018-02-03"
"212","11","2018-02-05","2018-02-08"
"212","446","2018-02-08","2018-02-15"
"212","140","2018-02-17","2018-02-23"
"212","234","2018-02-24","2018-03-05"
"212","45","2018-03-05","2018-03-10"
"212","250","2018-03-11","2018-03-13"
"212","194","2018-03-15","2018-03-17"
"212","173","2018-03-21","2018-03-26"
"212","446","2018-03-28","2018-04-04"
"212","561","2018-04-05","2018-04-06"
"212","168","2018-04-10","2018-04-16"
"212","49","2018-04-20","2018-04-25"
"212","261","2018-04-26","2018-04-27"
"212","515","2018-04-28","2018-05-02"
"212","181","2018-05-04","2018-05-06"
"212","572","2018-05-10","2018-05-24"
"212","143","2018-05-27","2018-05-31"
"212","461","2018-06-03","2018-06-07"
"212","18","2018-06-10","2018-06-21"
"212","153","2018-06-21","2018-06-30"
"212","269","2018-07-03","2018-07-15"
"212","189","2018-07-19","2018-07-22"
"212","467","2018-07-25","2018-07-31"
"212","467","2018-08-04","2018-08-18"
"212","34","2018-08-21","2018-09-01"
"212","250","2018-09-03","2018-09-05"
"212","252","2018-09-06","2018-09-07"
"212","276","2018-09-09","2018-09-10"
"212","247","2018-09-12","2018-09-15"
"212","538","2018-09-17","2018-09-30"
"212","403","2018-10-01","2018-10-04"
"212","405","2018-10-07","2018-10-16"
"212","378","2018-10-17","2018-10-22"
"212","127","2018-10-23","2018-10-27"
"212","344","2018-10-29","2018-10-30"
"212","413","2018-11-02","2018-11-04"
"212","528","2018-11-07","2018-11-08"
"212","529","2018-11-08","2018-11-13"
"212","278","2018-11-13","2018-11-16"
"212","519","2018-11-17","2018-11-21"
"212","21","2018-11-21","2018-11-27"
"212","552","2018-11-28","2018-12-01"
"212","563","2018-12-04","2018-12-10"
"212","372","2018-12-11","2018-12-16"
"212","385","2018-12-19","2018-12-28"
"212","145","2018-12-31","2019-01-09"
"213","520","2018-01-03","2018-01-06"
"213","250","2018-01-08","2018-01-14"
"213","507","2018-01-14","2018-01-17"
"213","157","2018-01-19","2018-01-21"
"213","270","2018-01-24","2018-01-25"
"213","262","2018-01-27","2018-02-01"
"213","216","2018-02-01","2018-02-06"
"213","154","2018-02-08","2018-02-20"
"213","18","2018-02-21","2018-02-28"
"213","369","2018-03-02","2018-03-04"
"213","530","2018-03-05","2018-03-13"
"213","183","2018-03-15","2018-03-26"
"213","14","2018-03-28","2018-03-30"
"213","175","2018-03-31","2018-04-14"
"213","442","2018-04-15","2018-04-16"
"213","511","2018-04-17","2018-04-24"
"213","210","2018-04-26","2018-05-02"
"213","133","2018-05-04","2018-05-11"
"213","450","2018-05-13","2018-05-20"
"213","535","2018-05-22","2018-05-27"
"213","370","2018-05-27","2018-06-01"
"213","265","2018-06-02","2018-06-08"
"213","125","2018-06-08","2018-06-10"
"213","510","2018-06-14","2018-06-20"
"213","202","2018-06-24","2018-06-30"
"213","356","2018-07-04","2018-07-06"
"213","7","2018-07-09","2018-07-11"
"213","332","2018-07-13","2018-07-16"
"213","222","2018-07-18","2018-07-25"
"213","143","2018-07-26","2018-07-31"
"213","273","2018-08-01","2018-08-03"
"213","395","2018-08-05","2018-08-11"
"213","439","2018-08-15","2018-08-28"
"213","239","2018-09-01","2018-09-06"
"213","296","2018-09-09","2018-09-10"
"213","436","2018-09-10","2018-09-24"
"213","232","2018-09-26","2018-09-27"
"213","380","2018-09-27","2018-10-03"
"213","228","2018-10-06","2018-10-10"
"213","18","2018-10-11","2018-10-15"
"213","257","2018-10-16","2018-10-20"
"213","497","2018-10-23","2018-11-03"
"213","12","2018-11-05","2018-11-10"
"213","41","2018-11-12","2018-11-25"
"213","356","2018-11-27","2018-12-03"
"213","458","2018-12-04","2018-12-07"
"213","304","2018-12-10","2018-12-11"
"213","169","2018-12-14","2018-12-19"
"213","417","2018-12-19","2019-01-02"
"214","298","2018-01-04","2018-01-10"
"214","309","2018-01-12","2018-01-14"
"214","398","2018-01-15","2018-01-19"
"214","514","2018-01-22","2018-01-28"
"214","151","2018-01-29","2018-02-02"
"214","351","2018-02-05","2018-02-06"
"214","402","2018-02-07","2018-02-18"
"214","204","2018-02-21","2018-02-27"
"214","462","2018-02-28","2018-03-05"
"214","517","2018-03-06","2018-03-13"
"214","438","2018-03-17","2018-03-21"
"214","224","2018-03-23","2018-03-25"
"214","439","2018-03-29","2018-04-04"
"214","236","2018-04-05","2018-04-07"
"214","428","2018-04-09","2018-04-14"
"214","288","2018-04-18","2018-04-20"
"214","167","2018-04-21","2018-04-25"
"214","225","2018-04-25","2018-05-03"
"214","389","2018-05-06","2018-05-10"
"214","341","2018-05-12","2018-05-23"
"214","447","2018-05-27","2018-06-09"
"214","287","2018-06-11","2018-06-18"
"214","510","2018-06-20","2018-06-27"
"214","502","2018-06-27","2018-07-03"
"214","353","2018-07-06","2018-07-07"
"214","167","2018-07-09","2018-07-21"
"214","386","2018-07-25","2018-07-28"
"214","163","2018-07-28","2018-08-01"
"214","285","2018-08-05","2018-08-12"
"214","50","2018-08-13","2018-08-14"
"214","262","2018-08-16","2018-08-17"
"214","434","2018-08-19","2018-08-21"
"214","215","2018-08-23","2018-08-29"
"214","129","2018-08-29","2018-09-11"
"214","8","2018-09-13","2018-09-14"
"214","368","2018-09-18","2018-10-02"
"214","36","2018-10-06","2018-10-11"
"214","555","2018-10-13","2018-10-15"
"214","488","2018-10-15","2018-10-18"
"214","145","2018-10-20","2018-10-29"
"214","400","2018-10-29","2018-10-30"
"214","193","2018-11-02","2018-11-04"
"214","214","2018-11-05","2018-11-09"
"214","392","2018-11-11","2018-11-17"
"214","225","2018-11-19","2018-11-25"
"214","508","2018-11-25","2018-11-27"
"214","271","2018-11-29","2018-12-01"
"214","193","2018-12-01","2018-12-04"
"214","185","2018-12-06","2018-12-11"
"214","152","2018-12-12","2018-12-14"
"214","320","2018-12-17","2018-12-22"
"214","4","2018-12-26","2019-01-04"
"215","497","2018-01-03","2018-01-10"
"215","320","2018-01-13","2018-01-15"
"215","187","2018-01-17","2018-01-20"
"215","7","2018-01-20","2018-01-22"
"215","360","2018-01-25","2018-01-26"
"215","466","2018-01-27","2018-01-30"
"215","295","2018-02-01","2018-02-06"
"215","163","2018-02-06","2018-02-07"
"215","415","2018-02-07","2018-02-12"
"215","33","2018-02-12","2018-02-22"
"215","380","2018-02-22","2018-02-27"
"215","422","2018-02-28","2018-03-11"
"215","401","2018-03-15","2018-03-18"
"215","537","2018-03-18","2018-03-24"
"215","312","2018-03-26","2018-03-27"
"215","425","2018-03-28","2018-03-29"
"215","213","2018-03-29","2018-04-07"
"215","178","2018-04-10","2018-04-14"
"215","243","2018-04-15","2018-04-22"
"215","21","2018-04-26","2018-04-29"
"215","292","2018-04-29","2018-05-05"
"215","40","2018-05-08","2018-05-13"
"215","531","2018-05-16","2018-05-17"
"215","146","2018-05-20","2018-06-02"
"215","546","2018-06-03","2018-06-08"
"215","287","2018-06-08","2018-06-10"
"215","126","2018-06-12","2018-06-19"
"215","499","2018-06-22","2018-06-24"
"215","460","2018-06-26","2018-07-01"
"215","542","2018-07-04","2018-07-12"
"215","237","2018-07-12","2018-07-23"
"215","476","2018-07-25","2018-07-27"
"215","367","2018-07-27","2018-07-29"
"215","426","2018-07-29","2018-07-31"
"215","486","2018-07-31","2018-08-08"
"215","495","2018-08-10","2018-08-14"
"215","281","2018-08-16","2018-08-23"
"215","402","2018-08-25","2018-08-28"
"215","187","2018-08-31","2018-09-06"
"215","484","2018-09-06","2018-09-09"
"215","236","2018-09-12","2018-09-26"
"215","337","2018-09-29","2018-10-11"
"215","405","2018-10-15","2018-10-23"
"215","342","2018-10-24","2018-10-27"
"215","507","2018-10-29","2018-10-30"
"215","487","2018-10-30","2018-11-07"
"215","326","2018-11-07","2018-11-14"
"215","12","2018-11-15","2018-11-27"
"215","501","2018-12-01","2018-12-02"
"215","346","2018-12-04","2018-12-10"
"215","27","2018-12-12","2018-12-26"
