"ID","ROOM_EXTERNAL_ID","CONTACT_EXTERNAL_ID","DATE_CHECK_IN","DATE_CHECK_OUT","STATUS"
"a014E00000HyMDzQAN","28","392","2018-11-23","2018-11-25","Item Created"
"a014E00000HyME0QAN","28","360","2018-11-25","2018-11-26","Item Created"
"a014E00000HyME1QAN","28","508","2018-11-28","2018-12-04","Item Created"
"a014E00000HyME2QAN","28","542","2018-12-04","2018-12-10","Item Created"
"a014E00000HyME3QAN","28","238","2018-12-10","2018-12-14","Item Created"
"a014E00000HyME4QAN","28","295","2018-12-14","2018-12-16","Item Created"
"a014E00000HyME5QAN","28","52","2018-12-16","2018-12-19","Item Created"
"a014E00000HyME6QAN","28","386","2018-12-23","2018-12-28","Item Created"
"a014E00000HyME7QAN","28","371","2018-12-31","2019-01-14","Item Created"
"a014E00000HyME8QAN","29","479","2018-01-04","2018-01-17","Item Created"
"a014E00000HyME9QAN","29","358","2018-01-20","2018-02-03","Item Created"
"a014E00000HyMEAQA3","29","521","2018-02-04","2018-02-14","Item Created"
"a014E00000HyMEBQA3","29","536","2018-02-15","2018-02-20","Item Created"
"a014E00000HyMECQA3","29","332","2018-02-20","2018-02-25","Item Created"
"a014E00000HyMEDQA3","29","290","2018-02-26","2018-02-28","Item Created"
"a014E00000HyMEEQA3","29","391","2018-03-01","2018-03-11","Item Created"
"a014E00000HyMEFQA3","29","421","2018-03-12","2018-03-19","Item Created"
"a014E00000HyMEGQA3","29","357","2018-03-20","2018-03-23","Item Created"
"a014E00000HyMEHQA3","29","45","2018-03-24","2018-04-02","Item Created"
"a014E00000HyMEIQA3","29","137","2018-04-03","2018-04-09","Item Created"
"a014E00000HyMEJQA3","29","402","2018-04-10","2018-04-21","Item Created"
"a014E00000HyMEKQA3","29","51","2018-04-24","2018-04-27","Item Created"
"a014E00000HyMELQA3","29","258","2018-04-28","2018-05-04","Item Created"
"a014E00000HyMEMQA3","29","459","2018-05-05","2018-05-06","Item Created"
"a014E00000HyMENQA3","29","25","2018-05-10","2018-05-19","Item Created"
"a014E00000HyMEOQA3","29","392","2018-05-23","2018-05-28","Item Created"
"a014E00000HyMEPQA3","29","33","2018-06-01","2018-06-03","Item Created"
"a014E00000HyMEQQA3","29","545","2018-06-07","2018-06-20","Item Created"
"a014E00000HyMERQA3","29","265","2018-06-22","2018-06-24","Item Created"
"a014E00000HyMESQA3","29","449","2018-06-25","2018-06-26","Item Created"
"a014E00000HyMETQA3","29","170","2018-06-28","2018-07-11","Item Created"
"a014E00000HyMEUQA3","29","315","2018-07-13","2018-07-15","Item Created"
"a014E00000HyMEVQA3","29","367","2018-07-16","2018-07-20","Item Created"
"a014E00000HyMEWQA3","29","358","2018-07-21","2018-07-25","Item Created"
"a014E00000HyMEXQA3","29","244","2018-07-27","2018-08-06","Item Created"
"a014E00000HyMEYQA3","29","506","2018-08-07","2018-08-13","Item Created"
"a014E00000HyMEZQA3","29","415","2018-08-15","2018-08-29","Item Created"
"a014E00000HyMEaQAN","29","553","2018-09-01","2018-09-06","Item Created"
"a014E00000HyMEbQAN","29","425","2018-09-07","2018-09-09","Item Created"
"a014E00000HyMEcQAN","29","131","2018-09-11","2018-09-15","Item Created"
"a014E00000HyMEdQAN","29","200","2018-09-15","2018-09-22","Item Created"
"a014E00000HyMEeQAN","29","447","2018-09-24","2018-10-08","Item Created"
"a014E00000HyMEfQAN","29","347","2018-10-11","2018-10-14","Item Created"
"a014E00000HyMEgQAN","29","418","2018-10-16","2018-10-17","Item Created"
"a014E00000HyMEhQAN","29","314","2018-10-18","2018-10-25","Item Created"
"a014E00000HyMEiQAN","29","208","2018-10-25","2018-10-28","Item Created"
"a014E00000HyMEjQAN","29","306","2018-10-29","2018-11-11","Item Created"
"a014E00000HyMEkQAN","29","178","2018-11-14","2018-11-20","Item Created"
"a014E00000HyMElQAN","29","364","2018-11-21","2018-12-01","Item Created"
"a014E00000HyMEmQAN","29","519","2018-12-03","2018-12-10","Item Created"
"a014E00000HyMEnQAN","29","419","2018-12-11","2018-12-16","Item Created"
"a014E00000HyMEoQAN","29","340","2018-12-18","2018-12-28","Item Created"
"a014E00000HyMEpQAN","29","404","2018-12-28","2019-01-01","Item Created"
"a014E00000HyMEqQAN","210","364","2018-01-01","2018-01-09","Item Created"
"a014E00000HyMErQAN","210","408","2018-01-10","2018-01-16","Item Created"
"a014E00000HyMEsQAN","210","257","2018-01-16","2018-01-30","Item Created"
"a014E00000HyMEtQAN","210","165","2018-02-03","2018-02-10","Item Created"
"a014E00000HyMEuQAN","210","487","2018-02-12","2018-02-15","Item Created"
"a014E00000HyMEvQAN","210","470","2018-02-19","2018-02-20","Item Created"
"a014E00000HyMEwQAN","210","458","2018-02-22","2018-02-23","Item Created"
"a014E00000HyMExQAN","210","231","2018-02-23","2018-02-25","Item Created"
"a014E00000HyMEyQAN","210","173","2018-02-25","2018-03-05","Item Created"
"a014E00000HyMEzQAN","210","454","2018-03-09","2018-03-11","Item Created"
"a014E00000HyMF0QAN","210","401","2018-03-13","2018-03-21","Item Created"
"a014E00000HyMF1QAN","210","363","2018-03-23","2018-03-27","Item Created"
"a014E00000HyMF2QAN","210","562","2018-03-29","2018-04-01","Item Created"
"a014E00000HyMF3QAN","210","357","2018-04-02","2018-04-13","Item Created"
"a014E00000HyMF4QAN","210","254","2018-04-14","2018-04-24","Item Created"
"a014E00000HyMF5QAN","210","155","2018-04-26","2018-05-06","Item Created"
"a014E00000HyMF6QAN","210","144","2018-05-07","2018-05-14","Item Created"
"a014E00000HyMF7QAN","210","315","2018-05-17","2018-05-23","Item Created"
"a014E00000HyMF8QAN","210","467","2018-05-25","2018-05-28","Item Created"
"a014E00000HyMF9QAN","210","239","2018-05-29","2018-06-02","Item Created"
"a014E00000HyMFAQA3","210","174","2018-06-02","2018-06-06","Item Created"
"a014E00000HyMFBQA3","210","458","2018-06-08","2018-06-10","Item Created"
"a014E00000HyMFCQA3","210","303","2018-06-13","2018-06-19","Item Created"
"a014E00000HyMFDQA3","210","466","2018-06-19","2018-06-22","Item Created"
"a014E00000HyMFEQA3","210","555","2018-06-25","2018-07-01","Item Created"
"a014E00000HyMFFQA3","210","504","2018-07-02","2018-07-11","Item Created"
"a014E00000HyMFGQA3","210","132","2018-07-13","2018-07-15","Item Created"
"a014E00000HyMFHQA3","210","40","2018-07-16","2018-07-19","Item Created"
"a014E00000HyMFIQA3","210","312","2018-07-21","2018-07-24","Item Created"
"a014E00000HyMFJQA3","210","146","2018-07-26","2018-07-30","Item Created"
"a014E00000HyMFKQA3","210","328","2018-08-03","2018-08-10","Item Created"
"a014E00000HyMFLQA3","210","37","2018-08-10","2018-08-12","Item Created"
"a014E00000HyMFMQA3","210","363","2018-08-12","2018-08-15","Item Created"
"a014E00000HyMFNQA3","210","240","2018-08-18","2018-08-26","Item Created"
"a014E00000HyMFOQA3","210","230","2018-08-28","2018-09-04","Item Created"
"a014E00000HyMFPQA3","210","194","2018-09-05","2018-09-11","Item Created"
"a014E00000HyMFQQA3","210","173","2018-09-13","2018-09-21","Item Created"
"a014E00000HyMFRQA3","210","375","2018-09-24","2018-10-02","Item Created"
"a014E00000HyMFSQA3","210","329","2018-10-03","2018-10-06","Item Created"
"a014E00000HyMFTQA3","210","50","2018-10-09","2018-10-12","Item Created"
"a014E00000HyMFUQA3","210","552","2018-10-13","2018-10-18","Item Created"
"a014E00000HyMFVQA3","210","546","2018-10-22","2018-10-25","Item Created"
"a014E00000HyMFWQA3","210","22","2018-10-29","2018-11-03","Item Created"
"a014E00000HyMFXQA3","210","205","2018-11-06","2018-11-08","Item Created"
"a014E00000HyMFYQA3","210","464","2018-11-08","2018-11-14","Item Created"
"a014E00000HyMFZQA3","210","421","2018-11-17","2018-11-18","Item Created"
"a014E00000HyMFaQAN","210","200","2018-11-18","2018-12-02","Item Created"
"a014E00000HyMFbQAN","210","438","2018-12-03","2018-12-17","Item Created"
"a014E00000HyMFcQAN","210","311","2018-12-17","2018-12-19","Item Created"
"a014E00000HyMFdQAN","210","381","2018-12-21","2018-12-27","Item Created"
"a014E00000HyMFeQAN","210","433","2018-12-28","2018-12-30","Item Created"
"a014E00000HyMFfQAN","210","397","2018-12-31","2019-01-01","Item Created"
"a014E00000HyMFgQAN","211","343","2018-01-03","2018-01-04","Item Created"
"a014E00000HyMFhQAN","211","231","2018-01-07","2018-01-08","Item Created"
"a014E00000HyMFiQAN","211","175","2018-01-11","2018-01-16","Item Created"
"a014E00000HyMFjQAN","211","341","2018-01-20","2018-01-22","Item Created"
"a014E00000HyMFkQAN","211","153","2018-01-22","2018-01-27","Item Created"
"a014E00000HyMFlQAN","211","149","2018-01-31","2018-02-12","Item Created"
"a014E00000HyMFmQAN","211","159","2018-02-14","2018-02-16","Item Created"
"a014E00000HyMFnQAN","211","132","2018-02-16","2018-02-18","Item Created"
"a014E00000HyMFoQAN","211","369","2018-02-19","2018-02-24","Item Created"
"a014E00000HyMFpQAN","211","266","2018-02-26","2018-03-03","Item Created"
"a014E00000HyMFqQAN","211","1","2018-03-06","2018-03-09","Item Created"
"a014E00000HyMFrQAN","211","51","2018-03-09","2018-03-14","Item Created"
"a014E00000HyMFsQAN","211","230","2018-03-16","2018-03-22","Item Created"
"a014E00000HyMFtQAN","211","393","2018-03-23","2018-03-25","Item Created"
"a014E00000HyMFuQAN","211","420","2018-03-28","2018-03-29","Item Created"
"a014E00000HyMFvQAN","211","319","2018-04-01","2018-04-02","Item Created"
"a014E00000HyMFwQAN","211","329","2018-04-02","2018-04-09","Item Created"
"a014E00000HyMFxQAN","211","524","2018-04-09","2018-04-22","Item Created"
"a014E00000HyMFyQAN","211","180","2018-04-26","2018-05-09","Item Created"
"a014E00000HyMFzQAN","211","364","2018-05-09","2018-05-16","Item Created"
"a014E00000HyMG0QAN","211","438","2018-05-19","2018-05-23","Item Created"
"a014E00000HyMG1QAN","211","555","2018-05-23","2018-05-31","Item Created"
"a014E00000HyMG2QAN","211","337","2018-06-03","2018-06-11","Item Created"
"a014E00000HyMG3QAN","211","285","2018-06-11","2018-06-18","Item Created"
"a014E00000HyMG4QAN","211","129","2018-06-21","2018-06-26","Item Created"
"a014E00000HyMG5QAN","211","538","2018-06-27","2018-07-02","Item Created"
"a014E00000HyMG6QAN","211","265","2018-07-04","2018-07-07","Item Created"
"a014E00000HyMG7QAN","211","368","2018-07-10","2018-07-21","Item Created"
"a014E00000HyMG8QAN","211","298","2018-07-25","2018-07-30","Item Created"
"a014E00000HyMG9QAN","211","433","2018-07-31","2018-08-07","Item Created"
"a014E00000HyMGAQA3","211","305","2018-08-07","2018-08-08","Item Created"
"a014E00000HyMGBQA3","211","201","2018-08-08","2018-08-10","Item Created"
"a014E00000HyMGCQA3","211","25","2018-08-14","2018-08-21","Item Created"
"a014E00000HyMGDQA3","211","131","2018-08-21","2018-09-03","Item Created"
"a014E00000HyMGEQA3","211","184","2018-09-03","2018-09-13","Item Created"
"a014E00000HyMGFQA3","211","237","2018-09-14","2018-09-16","Item Created"
"a014E00000HyMGGQA3","211","125","2018-09-16","2018-09-18","Item Created"
"a014E00000HyMGHQA3","211","324","2018-09-19","2018-09-30","Item Created"
"a014E00000HyMGIQA3","211","200","2018-10-04","2018-10-10","Item Created"
"a014E00000HyMGJQA3","211","248","2018-10-13","2018-10-19","Item Created"
"a014E00000HyMGKQA3","211","12","2018-10-20","2018-10-23","Item Created"
"a014E00000HyMGLQA3","211","202","2018-10-23","2018-11-06","Item Created"
"a014E00000HyMGMQA3","211","437","2018-11-06","2018-11-13","Item Created"
"a014E00000HyMGNQA3","211","218","2018-11-13","2018-11-17","Item Created"
"a014E00000HyMGOQA3","211","322","2018-11-17","2018-11-20","Item Created"
"a014E00000HyMGPQA3","211","190","2018-11-24","2018-12-02","Item Created"
"a014E00000HyMGQQA3","211","366","2018-12-02","2018-12-08","Item Created"
"a014E00000HyMGRQA3","211","224","2018-12-10","2018-12-19","Item Created"
"a014E00000HyMGSQA3","211","358","2018-12-19","2018-12-23","Item Created"
"a014E00000HyMGTQA3","211","542","2018-12-24","2018-12-29","Item Created"
"a014E00000HyMGUQA3","211","236","2018-12-30","2019-01-11","Item Created"
"a014E00000HyMGVQA3","212","218","2018-01-04","2018-01-07","Item Created"
"a014E00000HyMGWQA3","212","403","2018-01-08","2018-01-12","Item Created"
"a014E00000HyMGXQA3","212","559","2018-01-14","2018-01-20","Item Created"
"a014E00000HyMGYQA3","212","157","2018-01-22","2018-01-23","Item Created"
"a014E00000HyMGZQA3","212","547","2018-01-23","2018-01-26","Item Created"
"a014E00000HyMGaQAN","212","51","2018-01-28","2018-02-03","Item Created"
"a014E00000HyMGbQAN","212","11","2018-02-05","2018-02-08","Item Created"
"a014E00000HyMGcQAN","212","446","2018-02-08","2018-02-15","Item Created"
"a014E00000HyMGdQAN","212","140","2018-02-17","2018-02-23","Item Created"
"a014E00000HyMGeQAN","212","234","2018-02-24","2018-03-05","Item Created"
"a014E00000HyMGfQAN","212","45","2018-03-05","2018-03-10","Item Created"
"a014E00000HyMGgQAN","212","250","2018-03-11","2018-03-13","Item Created"
"a014E00000HyMGhQAN","212","194","2018-03-15","2018-03-17","Item Created"
"a014E00000HyMGiQAN","212","173","2018-03-21","2018-03-26","Item Created"
"a014E00000HyMGjQAN","212","446","2018-03-28","2018-04-04","Item Created"
"a014E00000HyMGkQAN","212","561","2018-04-05","2018-04-06","Item Created"
"a014E00000HyMGlQAN","212","168","2018-04-10","2018-04-16","Item Created"
"a014E00000HyMGmQAN","212","49","2018-04-20","2018-04-25","Item Created"
"a014E00000HyMGnQAN","212","261","2018-04-26","2018-04-27","Item Created"
"a014E00000HyMGoQAN","212","515","2018-04-28","2018-05-02","Item Created"
"a014E00000HyMGpQAN","212","181","2018-05-04","2018-05-06","Item Created"
"a014E00000HyMGqQAN","212","572","2018-05-10","2018-05-24","Item Created"
"a014E00000HyMGrQAN","212","143","2018-05-27","2018-05-31","Item Created"
"a014E00000HyMGsQAN","212","461","2018-06-03","2018-06-07","Item Created"
"a014E00000HyMGtQAN","212","18","2018-06-10","2018-06-21","Item Created"
"a014E00000HyMGuQAN","212","153","2018-06-21","2018-06-30","Item Created"
"a014E00000HyMGvQAN","212","269","2018-07-03","2018-07-15","Item Created"
"a014E00000HyMGwQAN","212","189","2018-07-19","2018-07-22","Item Created"
"a014E00000HyMGxQAN","212","467","2018-07-25","2018-07-31","Item Created"
"a014E00000HyMGyQAN","212","467","2018-08-04","2018-08-18","Item Created"
"a014E00000HyMGzQAN","212","34","2018-08-21","2018-09-01","Item Created"
"a014E00000HyMH0QAN","212","250","2018-09-03","2018-09-05","Item Created"
"a014E00000HyMH1QAN","212","252","2018-09-06","2018-09-07","Item Created"
"a014E00000HyMH2QAN","212","276","2018-09-09","2018-09-10","Item Created"
"a014E00000HyMH3QAN","212","247","2018-09-12","2018-09-15","Item Created"
"a014E00000HyMH4QAN","212","538","2018-09-17","2018-09-30","Item Created"
"a014E00000HyMH5QAN","212","403","2018-10-01","2018-10-04","Item Created"
"a014E00000HyMH6QAN","212","405","2018-10-07","2018-10-16","Item Created"
"a014E00000HyMH7QAN","212","378","2018-10-17","2018-10-22","Item Created"
"a014E00000HyMH8QAN","212","127","2018-10-23","2018-10-27","Item Created"
"a014E00000HyMH9QAN","212","344","2018-10-29","2018-10-30","Item Created"
"a014E00000HyMHAQA3","212","413","2018-11-02","2018-11-04","Item Created"
"a014E00000HyMHBQA3","212","528","2018-11-07","2018-11-08","Item Created"
"a014E00000HyMHCQA3","212","529","2018-11-08","2018-11-13","Item Created"
"a014E00000HyMHDQA3","212","278","2018-11-13","2018-11-16","Item Created"
"a014E00000HyMHEQA3","212","519","2018-11-17","2018-11-21","Item Created"
"a014E00000HyMHFQA3","212","21","2018-11-21","2018-11-27","Item Created"
"a014E00000HyMHGQA3","212","552","2018-11-28","2018-12-01","Item Created"
"a014E00000HyMHHQA3","212","563","2018-12-04","2018-12-10","Item Created"
"a014E00000HyMHIQA3","212","372","2018-12-11","2018-12-16","Item Created"
"a014E00000HyMHJQA3","212","385","2018-12-19","2018-12-28","Item Created"
"a014E00000HyMHKQA3","212","145","2018-12-31","2019-01-09","Item Created"
"a014E00000HyMHLQA3","213","520","2018-01-03","2018-01-06","Item Created"
"a014E00000HyMHMQA3","213","250","2018-01-08","2018-01-14","Item Created"
"a014E00000HyMHNQA3","213","507","2018-01-14","2018-01-17","Item Created"
"a014E00000HyMHOQA3","213","157","2018-01-19","2018-01-21","Item Created"
"a014E00000HyMHPQA3","213","270","2018-01-24","2018-01-25","Item Created"
"a014E00000HyMHQQA3","213","262","2018-01-27","2018-02-01","Item Created"
"a014E00000HyMHRQA3","213","216","2018-02-01","2018-02-06","Item Created"
"a014E00000HyMHSQA3","213","154","2018-02-08","2018-02-20","Item Created"
"a014E00000HyMHTQA3","213","18","2018-02-21","2018-02-28","Item Created"
"a014E00000HyMHUQA3","213","369","2018-03-02","2018-03-04","Item Created"
"a014E00000HyMHVQA3","213","530","2018-03-05","2018-03-13","Item Created"
"a014E00000HyMHWQA3","213","183","2018-03-15","2018-03-26","Item Created"
"a014E00000HyMHXQA3","213","14","2018-03-28","2018-03-30","Item Created"
"a014E00000HyMHYQA3","213","175","2018-03-31","2018-04-14","Item Created"
"a014E00000HyMHZQA3","213","442","2018-04-15","2018-04-16","Item Created"
"a014E00000HyMHaQAN","213","511","2018-04-17","2018-04-24","Item Created"
"a014E00000HyMHbQAN","213","210","2018-04-26","2018-05-02","Item Created"
"a014E00000HyMHcQAN","213","133","2018-05-04","2018-05-11","Item Created"
"a014E00000HyMHdQAN","213","450","2018-05-13","2018-05-20","Item Created"
"a014E00000HyMHeQAN","213","535","2018-05-22","2018-05-27","Item Created"
"a014E00000HyMHfQAN","213","370","2018-05-27","2018-06-01","Item Created"
"a014E00000HyMHgQAN","213","265","2018-06-02","2018-06-08","Item Created"
"a014E00000HyMHhQAN","213","125","2018-06-08","2018-06-10","Item Created"
"a014E00000HyMHiQAN","213","510","2018-06-14","2018-06-20","Item Created"
"a014E00000HyMHjQAN","213","202","2018-06-24","2018-06-30","Item Created"
"a014E00000HyMHkQAN","213","356","2018-07-04","2018-07-06","Item Created"
"a014E00000HyMHlQAN","213","7","2018-07-09","2018-07-11","Item Created"
"a014E00000HyMHmQAN","213","332","2018-07-13","2018-07-16","Item Created"
"a014E00000HyMHnQAN","213","222","2018-07-18","2018-07-25","Item Created"
"a014E00000HyMHoQAN","213","143","2018-07-26","2018-07-31","Item Created"
"a014E00000HyMHpQAN","213","273","2018-08-01","2018-08-03","Item Created"
"a014E00000HyMHqQAN","213","395","2018-08-05","2018-08-11","Item Created"
"a014E00000HyMHrQAN","213","439","2018-08-15","2018-08-28","Item Created"
"a014E00000HyMHsQAN","213","239","2018-09-01","2018-09-06","Item Created"
"a014E00000HyMHtQAN","213","296","2018-09-09","2018-09-10","Item Created"
"a014E00000HyMHuQAN","213","436","2018-09-10","2018-09-24","Item Created"
"a014E00000HyMHvQAN","213","232","2018-09-26","2018-09-27","Item Created"
"a014E00000HyMHwQAN","213","380","2018-09-27","2018-10-03","Item Created"
"a014E00000HyMHxQAN","213","228","2018-10-06","2018-10-10","Item Created"
"a014E00000HyMHyQAN","213","18","2018-10-11","2018-10-15","Item Created"
"a014E00000HyMHzQAN","213","257","2018-10-16","2018-10-20","Item Created"
"a014E00000HyMI0QAN","213","497","2018-10-23","2018-11-03","Item Created"
"a014E00000HyMI1QAN","213","12","2018-11-05","2018-11-10","Item Created"
"a014E00000HyMI2QAN","213","41","2018-11-12","2018-11-25","Item Created"
"a014E00000HyMI3QAN","213","356","2018-11-27","2018-12-03","Item Created"
"a014E00000HyMI4QAN","213","458","2018-12-04","2018-12-07","Item Created"
"a014E00000HyMI5QAN","213","304","2018-12-10","2018-12-11","Item Created"
"a014E00000HyMI6QAN","213","169","2018-12-14","2018-12-19","Item Created"
"a014E00000HyMI7QAN","213","417","2018-12-19","2019-01-02","Item Created"
"a014E00000HyMI8QAN","214","298","2018-01-04","2018-01-10","Item Created"
"a014E00000HyMI9QAN","214","309","2018-01-12","2018-01-14","Item Created"
"a014E00000HyMIAQA3","214","398","2018-01-15","2018-01-19","Item Created"
"a014E00000HyMIBQA3","214","514","2018-01-22","2018-01-28","Item Created"
"a014E00000HyMICQA3","214","151","2018-01-29","2018-02-02","Item Created"
"a014E00000HyMIDQA3","214","351","2018-02-05","2018-02-06","Item Created"
"a014E00000HyMIEQA3","214","402","2018-02-07","2018-02-18","Item Created"
"a014E00000HyMIFQA3","214","204","2018-02-21","2018-02-27","Item Created"
"a014E00000HyMIGQA3","214","462","2018-02-28","2018-03-05","Item Created"
"a014E00000HyMIHQA3","214","517","2018-03-06","2018-03-13","Item Created"
"a014E00000HyMIIQA3","214","438","2018-03-17","2018-03-21","Item Created"
"a014E00000HyMIJQA3","214","224","2018-03-23","2018-03-25","Item Created"
"a014E00000HyMIKQA3","214","439","2018-03-29","2018-04-04","Item Created"
"a014E00000HyMILQA3","214","236","2018-04-05","2018-04-07","Item Created"
"a014E00000HyMIMQA3","214","428","2018-04-09","2018-04-14","Item Created"
"a014E00000HyMINQA3","214","288","2018-04-18","2018-04-20","Item Created"
"a014E00000HyMIOQA3","214","167","2018-04-21","2018-04-25","Item Created"
"a014E00000HyMIPQA3","214","225","2018-04-25","2018-05-03","Item Created"
"a014E00000HyMIQQA3","214","389","2018-05-06","2018-05-10","Item Created"
"a014E00000HyMIRQA3","214","341","2018-05-12","2018-05-23","Item Created"
"a014E00000HyMISQA3","214","447","2018-05-27","2018-06-09","Item Created"
"a014E00000HyMITQA3","214","287","2018-06-11","2018-06-18","Item Created"
"a014E00000HyMIUQA3","214","510","2018-06-20","2018-06-27","Item Created"
"a014E00000HyMIVQA3","214","502","2018-06-27","2018-07-03","Item Created"
"a014E00000HyMIWQA3","214","353","2018-07-06","2018-07-07","Item Created"
"a014E00000HyMIXQA3","214","167","2018-07-09","2018-07-21","Item Created"
"a014E00000HyMIYQA3","214","386","2018-07-25","2018-07-28","Item Created"
"a014E00000HyMIZQA3","214","163","2018-07-28","2018-08-01","Item Created"
"a014E00000HyMIaQAN","214","285","2018-08-05","2018-08-12","Item Created"
"a014E00000HyMIbQAN","214","50","2018-08-13","2018-08-14","Item Created"
"a014E00000HyMIcQAN","214","262","2018-08-16","2018-08-17","Item Created"
"a014E00000HyMIdQAN","214","434","2018-08-19","2018-08-21","Item Created"
"a014E00000HyMIeQAN","214","215","2018-08-23","2018-08-29","Item Created"
"a014E00000HyMIfQAN","214","129","2018-08-29","2018-09-11","Item Created"
"a014E00000HyMIgQAN","214","8","2018-09-13","2018-09-14","Item Created"
"a014E00000HyMIhQAN","214","368","2018-09-18","2018-10-02","Item Created"
"a014E00000HyMIiQAN","214","36","2018-10-06","2018-10-11","Item Created"
"a014E00000HyMIjQAN","214","555","2018-10-13","2018-10-15","Item Created"
"a014E00000HyMIkQAN","214","488","2018-10-15","2018-10-18","Item Created"
"a014E00000HyMIlQAN","214","145","2018-10-20","2018-10-29","Item Created"
"a014E00000HyMImQAN","214","400","2018-10-29","2018-10-30","Item Created"
"a014E00000HyMInQAN","214","193","2018-11-02","2018-11-04","Item Created"
"a014E00000HyMIoQAN","214","214","2018-11-05","2018-11-09","Item Created"
"a014E00000HyMIpQAN","214","392","2018-11-11","2018-11-17","Item Created"
"a014E00000HyMIqQAN","214","225","2018-11-19","2018-11-25","Item Created"
"a014E00000HyMIrQAN","214","508","2018-11-25","2018-11-27","Item Created"
"a014E00000HyMIsQAN","214","271","2018-11-29","2018-12-01","Item Created"
"a014E00000HyMItQAN","214","193","2018-12-01","2018-12-04","Item Created"
"a014E00000HyMIuQAN","214","185","2018-12-06","2018-12-11","Item Created"
"a014E00000HyMIvQAN","214","152","2018-12-12","2018-12-14","Item Created"
"a014E00000HyMIwQAN","214","320","2018-12-17","2018-12-22","Item Created"
"a014E00000HyMIxQAN","214","4","2018-12-26","2019-01-04","Item Created"
"a014E00000HyMIyQAN","215","497","2018-01-03","2018-01-10","Item Created"
"a014E00000HyMIzQAN","215","320","2018-01-13","2018-01-15","Item Created"
"a014E00000HyMJ0QAN","215","187","2018-01-17","2018-01-20","Item Created"
"a014E00000HyMJ1QAN","215","7","2018-01-20","2018-01-22","Item Created"
"a014E00000HyMJ2QAN","215","360","2018-01-25","2018-01-26","Item Created"
"a014E00000HyMJ3QAN","215","466","2018-01-27","2018-01-30","Item Created"
"a014E00000HyMJ4QAN","215","295","2018-02-01","2018-02-06","Item Created"
"a014E00000HyMJ5QAN","215","163","2018-02-06","2018-02-07","Item Created"
"a014E00000HyMJ6QAN","215","415","2018-02-07","2018-02-12","Item Created"
"a014E00000HyMJ7QAN","215","33","2018-02-12","2018-02-22","Item Created"
"a014E00000HyMJ8QAN","215","380","2018-02-22","2018-02-27","Item Created"
"a014E00000HyMJ9QAN","215","422","2018-02-28","2018-03-11","Item Created"
"a014E00000HyMJAQA3","215","401","2018-03-15","2018-03-18","Item Created"
"a014E00000HyMJBQA3","215","537","2018-03-18","2018-03-24","Item Created"
"a014E00000HyMJCQA3","215","312","2018-03-26","2018-03-27","Item Created"
"a014E00000HyMJDQA3","215","425","2018-03-28","2018-03-29","Item Created"
"a014E00000HyMJEQA3","215","213","2018-03-29","2018-04-07","Item Created"
"a014E00000HyMJFQA3","215","178","2018-04-10","2018-04-14","Item Created"
"a014E00000HyMJGQA3","215","243","2018-04-15","2018-04-22","Item Created"
"a014E00000HyMJHQA3","215","21","2018-04-26","2018-04-29","Item Created"
"a014E00000HyMJIQA3","215","292","2018-04-29","2018-05-05","Item Created"
"a014E00000HyMJJQA3","215","40","2018-05-08","2018-05-13","Item Created"
"a014E00000HyMJKQA3","215","531","2018-05-16","2018-05-17","Item Created"
"a014E00000HyMJLQA3","215","146","2018-05-20","2018-06-02","Item Created"
"a014E00000HyMJMQA3","215","546","2018-06-03","2018-06-08","Item Created"
"a014E00000HyMJNQA3","215","287","2018-06-08","2018-06-10","Item Created"
"a014E00000HyMJOQA3","215","126","2018-06-12","2018-06-19","Item Created"
"a014E00000HyMJPQA3","215","499","2018-06-22","2018-06-24","Item Created"
"a014E00000HyMJQQA3","215","460","2018-06-26","2018-07-01","Item Created"
"a014E00000HyMJRQA3","215","542","2018-07-04","2018-07-12","Item Created"
"a014E00000HyMJSQA3","215","237","2018-07-12","2018-07-23","Item Created"
"a014E00000HyMJTQA3","215","476","2018-07-25","2018-07-27","Item Created"
"a014E00000HyMJUQA3","215","367","2018-07-27","2018-07-29","Item Created"
"a014E00000HyMJVQA3","215","426","2018-07-29","2018-07-31","Item Created"
"a014E00000HyMJWQA3","215","486","2018-07-31","2018-08-08","Item Created"
"a014E00000HyMJXQA3","215","495","2018-08-10","2018-08-14","Item Created"
"a014E00000HyMJYQA3","215","281","2018-08-16","2018-08-23","Item Created"
"a014E00000HyMJZQA3","215","402","2018-08-25","2018-08-28","Item Created"
"a014E00000HyMJaQAN","215","187","2018-08-31","2018-09-06","Item Created"
"a014E00000HyMJbQAN","215","484","2018-09-06","2018-09-09","Item Created"
"a014E00000HyMJcQAN","215","236","2018-09-12","2018-09-26","Item Created"
"a014E00000HyMJdQAN","215","337","2018-09-29","2018-10-11","Item Created"
"a014E00000HyMJeQAN","215","405","2018-10-15","2018-10-23","Item Created"
"a014E00000HyMJfQAN","215","342","2018-10-24","2018-10-27","Item Created"
"a014E00000HyMJgQAN","215","507","2018-10-29","2018-10-30","Item Created"
"a014E00000HyMJhQAN","215","487","2018-10-30","2018-11-07","Item Created"
"a014E00000HyMJiQAN","215","326","2018-11-07","2018-11-14","Item Created"
"a014E00000HyMJjQAN","215","12","2018-11-15","2018-11-27","Item Created"
